start,end,speaker,text
02:14:23.160,02:14:36.230,spk_0,"implies a skew, but it's how askew does that become? And we think that particular justification, rather than exceptional circumstances, is the right phraseology, in the circumstances of this --"
02:14:36.230,02:14:37.870,spk_1,"So leave in three and strike out four?"
02:14:38.430,02:14:48.180,spk_4,"Why do we need -- the starting point is, why isn't this just a factor? It is likely to be damaging for"
02:14:48.180,02:14:51.980,spk_1,"a child to give evidence in care proceedings."
02:14:52.160,02:15:17.190,spk_0,"We are clear that children giving evidence within care proceedings require a protection, and a respect in terms of their"
02:15:17.190,02:15:18.090,spk_3,"position."
02:15:18.680,02:15:19.540,spk_0,"We get"
02:15:19.540,02:15:40.550,spk_4,"it, as long as you recognise that this is likely to be a significant factor in every case, although you yourself acknowledge that it may be a factor of differing weight in different cases, according to a particular age, but maybe other factors, and maybe one would be better informed about that after the Family Justice Council --"
02:15:40.690,02:16:21.970,spk_0,"Yes, I think that that's really where we are. We feel that the removal of that starting point, that -- whatever you describe it as, we feel that's a step too far at this stage, we still believe that the statutory framework, and the philosophy behind the Children Act, requires a protection for children witnesses that has to be recognised upfront. And I would say, in a sense, if you simply put it into the balancing factors, it's a distinction without a difference, because you're going to be saying to the court, Look, all other things being equal, that's the one that's going to carry the day."
02:16:21.980,02:16:45.910,spk_1,"But it probably is a difference without a real difference, that if it's a balancing exercise that the metaphor is of two scales, and you put some factors in one and some in the other, and some are heavier and some aren't. But if you've got scales, why do you have to have a starting point, I mean, one might ask. Because"
02:16:45.910,02:17:15.429,spk_0,"we say that you have to build in a level of protection for the child witness, which is not reflected, we would say, in a balancing exercise, we say -- But if you've got a heavy weight, a variably heavy weight, but in most cases, and without any additional evidence than we already have from Pigott, that automatically goes into one side of the scale, doesn't that produce"
02:17:15.429,02:17:16.349,spk_2,"the same effect?"
02:17:20.230,02:17:24.160,spk_0,"I think our concern would be that the weight of that"
02:17:24.160,02:17:25.280,spk_3,"argument"
02:17:25.490,02:17:30.040,spk_0,"could become diminished in the competing arguments, I think that's our real concern. But"
02:17:30.210,02:17:56.400,spk_1,"it isn't given any strength by describing it as a starting point, it's still a factor that, I mean, could be called an end point, that would be the final consideration, but so long as the weight is recognised, in the balancing exercise, so long as it's invariable presence in the balancing exercise is safeguarded, surely the protection is there. [Pause]."
02:18:02.179,02:18:02.769,spk_0,"I think --"
02:18:08.040,02:18:08.070,spk_3,"I"
02:18:08.080,02:18:15.870,spk_0,"think that I'm looking at, is an end practical result. And"
02:18:21.719,02:18:21.889,spk_3,"I"
02:18:21.889,02:19:19.920,spk_0,"think if we are saying that, what underpins the consideration of whether a child gives evidence or not, is the likelihood of that being a damaging experience, I think we would say that that needs to be expressed clearly and up front. I mean, I don't think I can add to that, but we would be very concerned that if you put it into a balancing exercise, in the sense if you're saying, Well, that part of the balancing exercise outweighs Article 6 rights, Article 8 rights of other subject children, and so on and so forth, there is a, we believe, a real risk of watering down that protection, it's about maintaining that protection, and I think in a sense, we intellectually do not have a"
02:19:19.929,02:19:20.590,spk_3,"problem"
02:19:21.380,02:21:06.380,spk_0,"with wording that recognises and preserves that issue. The question is whether, if we put it as part of a balancing exercise, there is a tendency to water it down and a tendency to overlook that that is what drives the consideration of the court, and we say it's a far more honest, and it's a far more -- it's a far clearer message, in terms of the court's expectation of what will happen, day by day. And can I just say this, that in our consideration of this, we -- and it's a refinement that doesn't appear in here, and I want to put forward to the Court for consideration -- we do, and it comes out of a comment that Your Ladyship made yesterday, when you said, If you don't ask, you don't get, and actually that's very true because we don't ask, and we don't routinely think about it, and we think that that has got to change, and certainly what we are going -- we're submitting to the Court now, is that the question of whether a child who has made an allegation that's material to the considerations of court should be called to give evidence and cross-examined, that that must be considered in every case where that applies. So at the moment you've got a situation where the burden is on, in this case, stepfather to make the application. He drives it forward, it's for him to make that out."
02:21:06.390,02:21:07.380,spk_3,"What"
02:21:07.380,02:22:13.120,spk_0,"we would say is, if you place it as an obligation on the court at a case management stage in public law proceedings, and at the, and I'm afraid, they call them all sorts of different things, but there is a first directions hearing for the private law, that it's given all sorts of different phraseologies around the country, but at that first substantive directions hearing, where there is an obligation on the court to say, Do we have a material allegation here which may require the child to give evidence, that mandatory consideration is a huge step forward, we submit, in terms of Article 6 rights, that we accept that the burden should not be on the accuser to raise it. It's something that the court, in its inquisitorial role, should be undertaking, we believe, at this time. Sorry, I'm not"
